================================================================================
Experiment Configuration
================================================================================
Dataset: cqa-500
Model Family: gpt4all-j
Model Version: nomic-ai/gpt4all-j
Answer Mode: index-desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.7077, -18.4083, -15.1788, -15.6799]
>> QUESTION #372   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-16.574, -14.6946, -14.4098, -18.7254]
>> QUESTION #373   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.0809, -18.4824, -17.6903, -15.7111]
>> QUESTION #374   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.7855, -16.1581, -17.0493, -16.3645]
>> QUESTION #375   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.6689, -18.7321, -17.9214, -16.6468]
>> QUESTION #376   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.8241, -17.7463, -18.7681, -16.1349]
>> QUESTION #377   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.0898, -14.4501, -18.4586, -17.3097]
>> QUESTION #378   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.6593, -17.5337, -17.5236, -17.8537]
>> QUESTION #379   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.3259, -17.1223, -16.2586, -14.2763]
>> QUESTION #380   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.2529, -17.7955, -14.2201, -16.8194]
>> QUESTION #381   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.0077, -14.4767, -16.3938, -16.4761]
>> QUESTION #382   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.9039, -17.9265, -18.2232, -15.0674]
>> QUESTION #383   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.1006, -14.3728, -17.0437, -16.9686]
>> QUESTION #384   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.2278, -15.6638, -17.5802, -16.033]
>> QUESTION #385   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.5391, -16.2519, -16.5342, -14.9065]
>> QUESTION #386   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.7894, -16.0203, -14.0964, -14.5539]
>> QUESTION #387   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.8201, -14.024, -16.93, -14.9782]
>> QUESTION #388   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.3393, -14.1596, -20.2354, -15.4459]
>> QUESTION #389   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.0989, -18.2515, -14.5897, -16.8303]
>> QUESTION #390   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.7035, -15.1934, -14.8012, -14.9727]
>> QUESTION #391   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.285, -15.8785, -14.4802, -14.6062]
>> QUESTION #392   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.1546, -16.3076, -16.5086, -16.3124]
>> QUESTION #393   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.1058, -15.8163, -14.5428, -16.6621]
>> QUESTION #394   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-17.1713, -16.3704, -18.788, -17.3131]
>> QUESTION #395   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.0752, -15.8577, -17.762, -14.8121]
>> QUESTION #396   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-15.0152, -15.8027, -14.605, -16.3968]
>> QUESTION #397   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.8087, -16.9739, -14.3725, -16.8561]
>> QUESTION #398   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.7296, -15.4546, -20.9566, -16.0332]
>> QUESTION #399   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.6752, -16.957, -15.7415, -15.6199]
>> QUESTION #400   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.226, -17.0286, -15.8608, -16.2631]
>> QUESTION #401   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.4163, -17.9031, -15.7239, -16.0544]
>> QUESTION #402   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-17.276, -17.3436, -17.2807, -17.7813]
>> QUESTION #403   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.4627, -17.8884, -14.297, -15.6358]
>> QUESTION #404   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7581, -16.2069, -17.3476, -15.8192]
>> QUESTION #405   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.2586, -15.3527, -17.9439, -16.2852]
>> QUESTION #406   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.2225, -16.0991, -17.3683, -15.4484]
>> QUESTION #407   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.0067, -15.3003, -15.352, -21.3748]
>> QUESTION #408   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.8561, -18.2522, -17.2614, -17.8701]
>> QUESTION #409   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.9038, -17.3486, -17.7016, -16.318]
>> QUESTION #410   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-19.4036, -20.2895, -18.5292, -13.9752]
>> QUESTION #411   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.1166, -13.6788, -17.2626, -15.2845]
>> QUESTION #412   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3301, -17.5196, -16.2164, -15.8395]
>> QUESTION #413   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.4068, -14.5379, -15.9751, -16.0514]
>> QUESTION #414   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.5745, -16.7448, -14.9571, -17.5868]
>> QUESTION #415   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.8521, -15.0821, -20.7897, -17.319]
>> QUESTION #416   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1265, -18.6776, -20.2884, -18.7167]
>> QUESTION #417   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.6457, -13.9673, -16.1926, -18.1977]
>> QUESTION #418   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.756, -16.726, -18.3567, -17.5939]
>> QUESTION #419   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-19.5001, -20.6602, -18.9926, -15.2832]
>> QUESTION #420   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.6756, -18.5896, -14.689, -15.07]
>> QUESTION #421   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.7067, -17.3652, -14.6928, -14.8728]
>> QUESTION #422   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.6374, -14.3008, -15.913, -16.1522]
>> QUESTION #423   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5782, -14.3188, -15.0368, -15.0731]
>> QUESTION #424   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.7931, -14.0335, -14.8329, -15.8207]
>> QUESTION #425   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.9974, -17.1801, -14.5772, -16.3572]
>> QUESTION #426   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.3875, -15.7522, -14.7625, -16.6033]
>> QUESTION #427   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-18.1008, -17.0616, -15.7531, -14.6426]
>> QUESTION #428   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0156, -17.7837, -16.9381, -18.0802]
>> QUESTION #429   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.2769, -16.2456, -14.6093, -17.3939]
>> QUESTION #430   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.033, -16.4608, -11.8661, -13.8192]
>> QUESTION #431   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-16.0081, -16.9099, -14.0468, -15.216]
>> QUESTION #432   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.9102, -17.4769, -15.2211, -16.6818]
>> QUESTION #433   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.5256, -14.524, -16.4138, -16.7406]
>> QUESTION #434   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.6033, -17.0827, -16.9712, -16.4902]
>> QUESTION #435   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.7193, -14.7429, -17.3662, -15.6687]
>> QUESTION #436   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.6931, -14.2341, -14.8364, -14.2998]
>> QUESTION #437   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.1408, -17.1578, -17.7194, -14.6388]
>> QUESTION #438   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.1795, -17.6535, -16.0609, -16.2894]
>> QUESTION #439   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.1662, -17.8677, -18.0219, -16.8937]
>> QUESTION #440   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-19.9518, -15.8882, -16.2846, -16.489]
>> QUESTION #441   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.5401, -19.7264, -20.6767, -14.5596]
>> QUESTION #442   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.0787, -15.3966, -14.5197, -17.6409]
>> QUESTION #443   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.4017, -16.0383, -14.2533, -19.7066]
>> QUESTION #444   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.636, -17.1889, -15.9264, -17.4995]
>> QUESTION #445   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.0233, -17.0859, -16.9225, -16.8388]
>> QUESTION #446   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.5002, -14.093, -17.1211, -15.1494]
>> QUESTION #447   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.5091, -14.0864, -18.822, -17.1963]
>> QUESTION #448   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-18.21, -19.2942, -18.9299, -16.5963]
>> QUESTION #449   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.9393, -14.0213, -17.7012, -16.8419]
>> QUESTION #450   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.6964, -14.8819, -17.9871, -16.9276]
>> QUESTION #451   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.7602, -16.5139, -14.6698, -16.6931]
>> QUESTION #452   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.063, -14.4327, -17.5669, -16.7029]
>> QUESTION #453   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.2986, -16.1941, -16.9979, -14.5414]
>> QUESTION #454   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.2396, -14.5757, -18.1082, -16.3301]
>> QUESTION #455   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.7326, -15.4517, -15.5156, -14.6236]
>> QUESTION #456   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.7123, -16.5412, -17.7268, -18.4048]
>> QUESTION #457   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.4647, -17.8468, -14.7536, -17.1128]
>> QUESTION #458   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.4127, -13.9046, -22.2485, -15.1902]
>> QUESTION #459   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.8237, -16.1017, -21.0984, -14.4206]
>> QUESTION #460   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-14.8219, -15.289, -15.1072, -14.0393]
>> QUESTION #461   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.0856, -14.3276, -16.398, -17.3925]
>> QUESTION #462   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.5436, -16.0093, -16.5286, -14.5713]
>> QUESTION #463   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.834, -16.3518, -17.7998, -14.5379]
>> QUESTION #464   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.2527, -16.8172, -14.0359, -16.0414]
>> QUESTION #465   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.8185, -14.9327, -16.2846, -16.5847]
>> QUESTION #466   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.6792, -14.6673, -17.5882, -15.4605]
>> QUESTION #467   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.5239, -16.9782, -15.4445, -16.0802]
>> QUESTION #468   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-14.9458, -15.364, -17.4312, -14.5691]
>> QUESTION #469   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.3389, -17.2758, -17.6334, -15.8611]
>> QUESTION #470   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.8392, -14.0977, -17.8525, -15.1192]
>> QUESTION #471   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.7938, -16.8637, -16.4111, -15.0869]
>> QUESTION #472   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4991, -14.7046, -15.3102, -16.8886]
>> QUESTION #473   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.1055, -19.3425, -14.0258, -15.6177]
>> QUESTION #474   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3977, -17.1065, -18.822, -17.8034]
>> QUESTION #475   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.2741, -13.85, -17.0202, -15.4821]
>> QUESTION #476   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.3857, -16.9732, -15.4545, -14.8868]
>> QUESTION #477   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.2869, -17.6482, -17.2861, -17.0188]
>> QUESTION #478   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-20.0699, -17.6273, -16.0317, -17.27]
>> QUESTION #479   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1068, -16.749, -17.9261, -17.3934]
>> QUESTION #480   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.506, -16.5661, -16.0675, -16.7743]
>> QUESTION #481   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.0063, -17.7481, -13.9356, -19.301]
>> QUESTION #482   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.9746, -18.1083, -14.366, -18.1034]
>> QUESTION #483   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.4239, -16.0002, -16.7521, -14.2402]
>> QUESTION #484   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.5368, -14.6191, -20.4607, -15.8088]
>> QUESTION #485   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.8524, -16.3261, -16.3806, -14.4391]
>> QUESTION #486   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-18.2525, -14.2462, -17.3909, -15.7109]
>> QUESTION #487   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-16.0054, -16.4409, -17.5003, -17.183]
>> QUESTION #488   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.5129, -17.4933, -17.4861, -16.6972]
>> QUESTION #489   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-19.5457, -19.2007, -16.0697, -18.6137]
>> QUESTION #490   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.718, -16.7495, -18.1597, -16.2883]
>> QUESTION #491   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.1818, -17.4451, -17.823, -17.0429]
>> QUESTION #492   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1024, -17.9052, -15.7904, -16.0479]
>> QUESTION #493   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.9889, -14.9698, -14.516, -16.9713]
>> QUESTION #494   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-17.8808, -14.4611, -16.6417, -20.0708]
>> QUESTION #495   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9767, -17.2855, -18.3088, -16.7786]
>> QUESTION #496   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.19, -16.8, -16.7403, -15.764]
>> QUESTION #497   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.5278, -17.4294, -18.5721, -20.25]
>> QUESTION #498   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.9665, -14.2185, -17.3773, -15.0022]
>> QUESTION #499   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.5677, -15.8145, -16.8246, -16.6969]
>> QUESTION #500   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5613, -15.0513, -20.1001, -19.7435]
================================================================================
MCQA Accuracy: 13.80%
================================================================================
