================================================================================
Experiment Configuration
================================================================================
Dataset: cqa-500
Model Family: gpt-j
Model Version: EleutherAI/gpt-j-6B
Answer Mode: index-desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.1412, -11.2682, -10.8597, -12.3346]
>> QUESTION #371   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.5174, -12.514, -11.3475, -12.065]
>> QUESTION #372   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-12.3681, -11.2769, -10.4567, -13.5936]
>> QUESTION #373   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.962, -12.0369, -11.9841, -11.4141]
>> QUESTION #374   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.0194, -12.5563, -12.5751, -12.5852]
>> QUESTION #375   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.5102, -14.6929, -13.4925, -12.1518]
>> QUESTION #376   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-13.4911, -14.0109, -14.5646, -12.5411]
>> QUESTION #377   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.9126, -10.5492, -13.7418, -12.6527]
>> QUESTION #378   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.5816, -12.976, -13.0922, -13.1679]
>> QUESTION #379   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.8947, -12.7258, -12.844, -10.6379]
>> QUESTION #380   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.4331, -13.1645, -10.839, -12.6032]
>> QUESTION #381   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.4411, -10.5231, -11.8102, -11.5511]
>> QUESTION #382   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.6619, -13.103, -12.4265, -10.5863]
>> QUESTION #383   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.4184, -10.6123, -13.1193, -13.3149]
>> QUESTION #384   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.0681, -12.0536, -13.045, -12.3032]
>> QUESTION #385   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6975, -11.1905, -11.3687, -10.3549]
>> QUESTION #386   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.8733, -11.3056, -10.5235, -10.7704]
>> QUESTION #387   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.5056, -10.378, -11.9453, -10.8329]
>> QUESTION #388   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.6301, -10.7798, -14.6691, -11.3678]
>> QUESTION #389   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.7096, -13.6046, -11.1734, -12.1983]
>> QUESTION #390   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.3312, -10.7629, -11.5221, -11.4022]
>> QUESTION #391   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.4895, -12.2542, -10.8614, -10.9988]
>> QUESTION #392   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.6272, -12.3213, -12.7487, -12.2824]
>> QUESTION #393   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.7121, -12.5068, -10.4095, -11.8394]
>> QUESTION #394   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.9007, -11.7318, -13.6671, -12.6578]
>> QUESTION #395   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.4642, -11.2417, -12.4297, -10.3101]
>> QUESTION #396   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.845, -12.7848, -11.8204, -11.9889]
>> QUESTION #397   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.8117, -12.7319, -10.4105, -12.818]
>> QUESTION #398   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.3639, -12.2332, -16.0124, -12.6172]
>> QUESTION #399   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.2993, -11.4337, -11.5062, -11.1518]
>> QUESTION #400   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3035, -12.3067, -10.394, -10.5227]
>> QUESTION #401   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-13.2353, -12.9462, -11.625, -11.3053]
>> QUESTION #402   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.7152, -12.8623, -12.1527, -12.1592]
>> QUESTION #403   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.5096, -12.0792, -10.3256, -10.7818]
>> QUESTION #404   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0485, -11.0857, -11.5079, -10.6582]
>> QUESTION #405   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.0742, -11.6964, -13.1955, -11.2587]
>> QUESTION #406   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2027, -11.349, -11.6914, -10.3362]
>> QUESTION #407   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.2081, -10.7759, -10.9009, -14.1505]
>> QUESTION #408   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.4608, -13.8917, -13.0651, -13.6771]
>> QUESTION #409   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.431, -12.7338, -12.5078, -11.9064]
>> QUESTION #410   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.4113, -14.5531, -12.0516, -10.1437]
>> QUESTION #411   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.9321, -10.907, -13.1778, -12.3849]
>> QUESTION #412   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7795, -11.8541, -11.6607, -11.8505]
>> QUESTION #413   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.3589, -10.1471, -10.534, -10.0624]
>> QUESTION #414   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.0285, -12.1493, -10.8052, -12.2949]
>> QUESTION #415   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.5067, -10.8415, -14.8909, -12.4922]
>> QUESTION #416   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8167, -13.6899, -15.3476, -14.0412]
>> QUESTION #417   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.6725, -10.1213, -12.6144, -13.3416]
>> QUESTION #418   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3326, -12.3322, -13.4193, -13.1566]
>> QUESTION #419   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.3732, -14.4419, -14.0289, -10.2567]
>> QUESTION #420   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.2053, -13.1349, -10.8949, -10.4588]
>> QUESTION #421   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.0409, -11.851, -10.0568, -10.9334]
>> QUESTION #422   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.0099, -10.4435, -10.925, -11.3757]
>> QUESTION #423   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4139, -10.7022, -11.7691, -10.9302]
>> QUESTION #424   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.5028, -10.5892, -10.9276, -10.7625]
>> QUESTION #425   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.7757, -12.3785, -10.5826, -11.8075]
>> QUESTION #426   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.2296, -10.7853, -10.4274, -11.5214]
>> QUESTION #427   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.266, -11.928, -11.45, -9.9781]
>> QUESTION #428   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2359, -12.4032, -11.9161, -12.4995]
>> QUESTION #429   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.7835, -12.5675, -10.7883, -12.7911]
>> QUESTION #430   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.4123, -11.6525, -8.961, -9.3673]
>> QUESTION #431   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.9388, -12.5953, -10.323, -11.563]
>> QUESTION #432   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.4632, -12.1714, -10.1594, -12.54]
>> QUESTION #433   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4432, -10.6475, -11.7822, -12.6462]
>> QUESTION #434   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.9579, -13.1444, -12.9496, -12.5159]
>> QUESTION #435   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.2395, -10.5198, -11.0287, -11.0514]
>> QUESTION #436   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.6088, -11.0979, -10.1714, -10.842]
>> QUESTION #437   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.2524, -12.6235, -13.5311, -10.0657]
>> QUESTION #438   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.1529, -13.0768, -11.0338, -11.1446]
>> QUESTION #439   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0443, -13.0267, -13.3199, -12.3984]
>> QUESTION #440   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.2137, -11.4612, -11.7219, -12.247]
>> QUESTION #441   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.9517, -14.8663, -14.6182, -10.1738]
>> QUESTION #442   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.0821, -10.7208, -10.6777, -12.7355]
>> QUESTION #443   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.3438, -11.7077, -10.4857, -13.6053]
>> QUESTION #444   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.9661, -12.6347, -11.9337, -12.789]
>> QUESTION #445   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.5354, -12.6406, -12.1864, -12.1257]
>> QUESTION #446   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.5512, -10.5714, -11.619, -10.3457]
>> QUESTION #447   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.3615, -10.3453, -13.2838, -11.2124]
>> QUESTION #448   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-13.3737, -14.3169, -14.4497, -12.6262]
>> QUESTION #449   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.1219, -10.4444, -11.5573, -11.2764]
>> QUESTION #450   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.8507, -10.9291, -13.0836, -12.4233]
>> QUESTION #451   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.896, -11.5304, -10.2885, -11.3756]
>> QUESTION #452   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.7594, -10.6396, -11.4699, -11.3151]
>> QUESTION #453   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.4737, -11.9018, -11.4211, -9.7756]
>> QUESTION #454   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.106, -11.2983, -14.132, -12.1797]
>> QUESTION #455   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.7427, -10.6264, -11.1353, -9.9474]
>> QUESTION #456   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.6507, -11.4357, -13.0422, -13.5288]
>> QUESTION #457   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.0661, -12.7156, -10.3717, -12.232]
>> QUESTION #458   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.1183, -9.9902, -15.5401, -10.335]
>> QUESTION #459   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.7254, -11.6648, -14.4338, -9.7742]
>> QUESTION #460   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.0249, -11.8159, -11.311, -10.3055]
>> QUESTION #461   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.1118, -10.3456, -10.8817, -11.3062]
>> QUESTION #462   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.2453, -11.094, -11.7554, -10.0885]
>> QUESTION #463   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.3368, -11.4682, -12.5025, -10.1458]
>> QUESTION #464   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.9859, -11.5405, -10.4215, -11.0317]
>> QUESTION #465   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.2971, -10.8992, -11.2978, -12.0511]
>> QUESTION #466   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.6989, -11.0659, -12.789, -11.6379]
>> QUESTION #467   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.9641, -11.6348, -10.6565, -11.5552]
>> QUESTION #468   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.0735, -10.9228, -12.3623, -10.3676]
>> QUESTION #469   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1213, -12.0758, -12.0228, -11.3769]
>> QUESTION #470   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.5195, -10.47, -13.0781, -11.5004]
>> QUESTION #471   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.911, -12.5835, -11.2533, -11.1316]
>> QUESTION #472   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4737, -10.9945, -10.6743, -12.0449]
>> QUESTION #473   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.0987, -15.4627, -10.4961, -11.1187]
>> QUESTION #474   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3324, -12.1818, -13.2715, -12.0017]
>> QUESTION #475   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.5937, -11.0849, -12.7562, -11.8921]
>> QUESTION #476   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.5469, -11.6223, -10.853, -9.9158]
>> QUESTION #477   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.349, -13.5469, -13.5581, -13.6196]
>> QUESTION #478   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.3994, -13.7229, -12.4949, -13.1499]
>> QUESTION #479   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6332, -12.421, -12.5619, -12.3258]
>> QUESTION #480   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.9344, -10.8791, -11.7344, -11.1758]
>> QUESTION #481   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.9806, -12.2001, -10.79, -12.8483]
>> QUESTION #482   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.7345, -13.0905, -10.3115, -12.7335]
>> QUESTION #483   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.4859, -12.2547, -12.0492, -9.4606]
>> QUESTION #484   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.4546, -10.8871, -14.0358, -11.1072]
>> QUESTION #485   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.9178, -12.2894, -11.7307, -10.0447]
>> QUESTION #486   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.7924, -10.4798, -10.8009, -11.155]
>> QUESTION #487   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.8959, -12.1013, -11.6561, -12.4524]
>> QUESTION #488   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.7011, -12.2785, -12.0233, -11.8208]
>> QUESTION #489   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.1045, -14.2732, -13.1518, -14.36]
>> QUESTION #490   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.5665, -13.6809, -13.6562, -12.7811]
>> QUESTION #491   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.2318, -13.2595, -12.9278, -12.9234]
>> QUESTION #492   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.8665, -12.924, -11.5762, -11.5283]
>> QUESTION #493   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.332, -10.633, -10.5042, -12.126]
>> QUESTION #494   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.7444, -10.8487, -11.7455, -13.3937]
>> QUESTION #495   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6181, -12.7587, -12.6309, -12.1631]
>> QUESTION #496   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.5107, -11.3651, -11.4692, -11.3975]
>> QUESTION #497   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.7732, -12.4743, -12.4495, -13.8933]
>> QUESTION #498   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.8179, -10.4425, -11.9281, -10.6391]
>> QUESTION #499   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.5875, -11.2293, -12.0344, -12.4861]
>> QUESTION #500   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9666, -11.9823, -14.2157, -14.3172]
================================================================================
MCQA Accuracy: 13.80%
================================================================================
